"No.","Delta","Time","Source","Destination","Protocol","CumBytes","Length","Info"
"307","0.000006","0.330598","128.237.113.226","54.210.90.84","TCP","248373","94","[TCP Dup ACK 234#48] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919918 TSecr=528800460 SLE=192361 SRE=239077 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"308","0.000124","0.330722","54.210.90.84","128.237.113.226","TCP","249813","1440","5201  >  62388 [ACK] Seq=239077 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"309","0.000002","0.330724","54.210.90.84","128.237.113.226","TCP","251253","1440","5201  >  62388 [ACK] Seq=240451 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"310","0.000011","0.330735","128.237.113.226","54.210.90.84","TCP","251347","94","[TCP Dup ACK 234#49] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919918 TSecr=528800460 SLE=192361 SRE=240451 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"311","0.000006","0.330741","128.237.113.226","54.210.90.84","TCP","251441","94","[TCP Dup ACK 234#50] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919918 TSecr=528800460 SLE=192361 SRE=241825 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"312","0.000347","0.331088","54.210.90.84","128.237.113.226","TCP","252881","1440","5201  >  62388 [ACK] Seq=241825 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"313","0.000005","0.331093","54.210.90.84","128.237.113.226","TCP","254321","1440","[TCP Fast Retransmission] 5201  >  62388 [ACK] Seq=159385 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"314","0.000006","0.331099","54.210.90.84","128.237.113.226","TCP","255761","1440","[TCP Out-Of-Order] 5201  >  62388 [ACK] Seq=160759 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"315","0.000252","0.331351","128.237.113.226","54.210.90.84","TCP","255855","94","[TCP Dup ACK 234#51] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919919 TSecr=528800460 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"316","0.000012","0.331363","128.237.113.226","54.210.90.84","TCP","255949","94","62388  >  5201 [ACK] Seq=38 Ack=160759 Win=129696 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"317","0.000009","0.331372","128.237.113.226","54.210.90.84","TCP","256043","94","62388  >  5201 [ACK] Seq=38 Ack=162133 Win=128320 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"318","0.000004","0.331376","128.237.113.226","54.210.90.84","TCP","256137","94","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=162133 Win=131072 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"319","0.000003","0.331379","54.210.90.84","128.237.113.226","TCP","257577","1440","[TCP Out-Of-Order] 5201  >  62388 [ACK] Seq=162133 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"320","0.000004","0.331383","54.210.90.84","128.237.113.226","TCP","259017","1440","[TCP Out-Of-Order] 5201  >  62388 [ACK] Seq=164881 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"321","0.000002","0.331385","54.210.90.84","128.237.113.226","TCP","260457","1440","[TCP Out-Of-Order] 5201  >  62388 [ACK] Seq=170377 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"322","0.000022","0.331407","128.237.113.226","54.210.90.84","TCP","260551","94","62388  >  5201 [ACK] Seq=38 Ack=164881 Win=128320 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"323","0.000008","0.331415","128.237.113.226","54.210.90.84","TCP","260645","94","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=164881 Win=131072 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"324","0.000018","0.331433","128.237.113.226","54.210.90.84","TCP","260739","94","62388  >  5201 [ACK] Seq=38 Ack=170377 Win=125568 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"325","0.000013","0.331446","128.237.113.226","54.210.90.84","TCP","260833","94","62388  >  5201 [ACK] Seq=38 Ack=171751 Win=124192 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"326","0.000005","0.331451","128.237.113.226","54.210.90.84","TCP","260927","94","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=171751 Win=131072 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"327","0.000079","0.331530","54.210.90.84","128.237.113.226","TCP","262367","1440","[TCP Out-Of-Order] 5201  >  62388 [ACK] Seq=171751 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"328","0.000031","0.331561","128.237.113.226","54.210.90.84","TCP","262461","94","62388  >  5201 [ACK] Seq=38 Ack=175873 Win=126944 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"329","0.000020","0.331581","128.237.113.226","54.210.90.84","TCP","262555","94","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=175873 Win=131072 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987 SLE=177247 SRE=181369"
"330","0.000075","0.331656","54.210.90.84","128.237.113.226","TCP","263995","1440","[TCP Out-Of-Order] 5201  >  62388 [ACK] Seq=175873 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"331","0.000004","0.331660","54.210.90.84","128.237.113.226","TCP","265435","1440","[TCP Out-Of-Order] 5201  >  62388 [ACK] Seq=181369 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"332","0.000024","0.331684","128.237.113.226","54.210.90.84","TCP","265521","86","62388  >  5201 [ACK] Seq=38 Ack=181369 Win=125568 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987"
"333","0.000009","0.331693","128.237.113.226","54.210.90.84","TCP","265607","86","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=181369 Win=131072 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987"
"334","0.000021","0.331714","128.237.113.226","54.210.90.84","TCP","265693","86","62388  >  5201 [ACK] Seq=38 Ack=188239 Win=131072 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199 SLE=182743 SRE=190987"
"335","0.000006","0.331720","128.237.113.226","54.210.90.84","TCP","265771","78","62388  >  5201 [ACK] Seq=38 Ack=190987 Win=128320 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199"
"336","0.000033","0.331753","128.237.113.226","54.210.90.84","TCP","265849","78","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=190987 Win=131072 Len=0 TSval=2940919919 TSecr=528800529 SLE=192361 SRE=243199"
"337","0.000120","0.331873","54.210.90.84","128.237.113.226","TCP","267289","1440","[TCP Out-Of-Order] 5201  >  62388 [ACK] Seq=190987 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"338","0.000005","0.331878","54.210.90.84","128.237.113.226","TCP","268729","1440","5201  >  62388 [ACK] Seq=243199 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"339","0.000095","0.331973","128.237.113.226","54.210.90.84","TCP","268795","66","62388  >  5201 [ACK] Seq=38 Ack=243199 Win=78848 Len=0 TSval=2940919919 TSecr=528800529"
"340","0.000017","0.331990","128.237.113.226","54.210.90.84","TCP","268861","66","62388  >  5201 [ACK] Seq=38 Ack=244573 Win=131072 Len=0 TSval=2940919919 TSecr=528800529"
"341","0.000475","0.332465","54.210.90.84","128.237.113.226","TCP","270301","1440","5201  >  62388 [ACK] Seq=244573 Ack=38 Win=26880 Len=1374 TSval=528800529 TSecr=2940919874"
"342","0.038463","0.370928","54.210.90.84","128.237.113.226","TCP","271741","1440","5201  >  62388 [ACK] Seq=245947 Ack=38 Win=26880 Len=1374 TSval=528800573 TSecr=2940919915"
"343","0.000004","0.370932","54.210.90.84","128.237.113.226","TCP","273181","1440","5201  >  62388 [ACK] Seq=247321 Ack=38 Win=26880 Len=1374 TSval=528800573 TSecr=2940919915"
"344","0.000116","0.371048","128.237.113.226","54.210.90.84","TCP","273247","66","62388  >  5201 [ACK] Seq=38 Ack=247321 Win=129696 Len=0 TSval=2940919956 TSecr=528800529"
"345","0.000017","0.371065","54.210.90.84","128.237.113.226","TCP","274687","1440","5201  >  62388 [ACK] Seq=248695 Ack=38 Win=26880 Len=1374 TSval=528800573 TSecr=2940919916"
"346","0.000049","0.371114","128.237.113.226","54.210.90.84","TCP","274753","66","62388  >  5201 [ACK] Seq=38 Ack=250069 Win=126944 Len=0 TSval=2940919956 TSecr=528800573"
"347","0.000026","0.371140","128.237.113.226","54.210.90.84","TCP","274819","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=250069 Win=131072 Len=0 TSval=2940919956 TSecr=528800573"
"348","0.000151","0.371291","54.210.90.84","128.237.113.226","TCP","276259","1440","5201  >  62388 [ACK] Seq=250069 Ack=38 Win=26880 Len=1374 TSval=528800573 TSecr=2940919917"
"349","0.000003","0.371294","54.210.90.84","128.237.113.226","TCP","277699","1440","5201  >  62388 [ACK] Seq=251443 Ack=38 Win=26880 Len=1374 TSval=528800573 TSecr=2940919917"
"350","0.000084","0.371378","128.237.113.226","54.210.90.84","TCP","277765","66","62388  >  5201 [ACK] Seq=38 Ack=252817 Win=128320 Len=0 TSval=2940919956 TSecr=528800573"
"351","0.000025","0.371403","128.237.113.226","54.210.90.84","TCP","277831","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=252817 Win=131072 Len=0 TSval=2940919956 TSecr=528800573"
"352","0.000127","0.371530","54.210.90.84","128.237.113.226","TCP","279271","1440","5201  >  62388 [ACK] Seq=252817 Ack=38 Win=26880 Len=1374 TSval=528800573 TSecr=2940919917"
"353","0.000320","0.371850","54.210.90.84","128.237.113.226","TCP","280711","1440","5201  >  62388 [ACK] Seq=254191 Ack=38 Win=26880 Len=1374 TSval=528800573 TSecr=2940919918"
"354","0.000036","0.371886","128.237.113.226","54.210.90.84","TCP","280777","66","62388  >  5201 [ACK] Seq=38 Ack=255565 Win=129696 Len=0 TSval=2940919956 TSecr=528800573"
"355","0.000219","0.372105","54.210.90.84","128.237.113.226","TCP","282217","1440","5201  >  62388 [ACK] Seq=255565 Ack=38 Win=26880 Len=1374 TSval=528800573 TSecr=2940919918"
"356","0.000090","0.372195","128.237.113.226","54.210.90.84","TCP","282283","66","62388  >  5201 [ACK] Seq=38 Ack=256939 Win=131072 Len=0 TSval=2940919957 TSecr=528800573"
"357","0.001254","0.373449","54.210.90.84","128.237.113.226","TCP","283723","1440","5201  >  62388 [ACK] Seq=256939 Ack=38 Win=26880 Len=1374 TSval=528800573 TSecr=2940919918"
"358","0.000005","0.373454","54.210.90.84","128.237.113.226","TCP","285163","1440","5201  >  62388 [ACK] Seq=258313 Ack=38 Win=26880 Len=1374 TSval=528800574 TSecr=2940919918"
"359","0.000111","0.373565","128.237.113.226","54.210.90.84","TCP","285229","66","62388  >  5201 [ACK] Seq=38 Ack=259687 Win=128320 Len=0 TSval=2940919958 TSecr=528800573"
"360","0.000004","0.373569","54.210.90.84","128.237.113.226","TCP","286669","1440","5201  >  62388 [ACK] Seq=259687 Ack=38 Win=26880 Len=1374 TSval=528800574 TSecr=2940919918"
"361","0.000033","0.373602","128.237.113.226","54.210.90.84","TCP","286735","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=259687 Win=131072 Len=0 TSval=2940919958 TSecr=528800573"
"362","0.002304","0.375906","54.210.90.84","128.237.113.226","TCP","288175","1440","5201  >  62388 [ACK] Seq=261061 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919918"
"363","0.000003","0.375909","54.210.90.84","128.237.113.226","TCP","289615","1440","5201  >  62388 [ACK] Seq=262435 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"364","0.000058","0.375967","128.237.113.226","54.210.90.84","TCP","289681","66","62388  >  5201 [ACK] Seq=38 Ack=262435 Win=129696 Len=0 TSval=2940919960 TSecr=528800574"
"365","0.000013","0.375980","128.237.113.226","54.210.90.84","TCP","289747","66","62388  >  5201 [ACK] Seq=38 Ack=263809 Win=131072 Len=0 TSval=2940919960 TSecr=528800577"
"366","0.000040","0.376020","54.210.90.84","128.237.113.226","TCP","291187","1440","5201  >  62388 [ACK] Seq=263809 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"367","0.000003","0.376023","54.210.90.84","128.237.113.226","TCP","292627","1440","5201  >  62388 [ACK] Seq=265183 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"368","0.000002","0.376025","54.210.90.84","128.237.113.226","TCP","294067","1440","5201  >  62388 [ACK] Seq=266557 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"369","0.000028","0.376053","128.237.113.226","54.210.90.84","TCP","294133","66","62388  >  5201 [ACK] Seq=38 Ack=266557 Win=128320 Len=0 TSval=2940919960 TSecr=528800577"
"370","0.000008","0.376061","54.210.90.84","128.237.113.226","TCP","295573","1440","5201  >  62388 [ACK] Seq=267931 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"371","0.000002","0.376063","54.210.90.84","128.237.113.226","TCP","297013","1440","5201  >  62388 [ACK] Seq=269305 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"372","0.000015","0.376078","128.237.113.226","54.210.90.84","TCP","297079","66","62388  >  5201 [ACK] Seq=38 Ack=269305 Win=125568 Len=0 TSval=2940919960 TSecr=528800577"
"373","0.000004","0.376082","128.237.113.226","54.210.90.84","TCP","297145","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=269305 Win=131072 Len=0 TSval=2940919960 TSecr=528800577"
"374","0.000171","0.376253","54.210.90.84","128.237.113.226","TCP","298585","1440","5201  >  62388 [ACK] Seq=270679 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"375","0.000002","0.376255","54.210.90.84","128.237.113.226","TCP","300025","1440","5201  >  62388 [ACK] Seq=272053 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"376","0.000002","0.376257","54.210.90.84","128.237.113.226","TCP","301465","1440","5201  >  62388 [ACK] Seq=273427 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"377","0.000021","0.376278","128.237.113.226","54.210.90.84","TCP","301531","66","62388  >  5201 [ACK] Seq=38 Ack=272053 Win=129696 Len=0 TSval=2940919960 TSecr=528800577"
"378","0.000011","0.376289","128.237.113.226","54.210.90.84","TCP","301597","66","62388  >  5201 [ACK] Seq=38 Ack=274801 Win=126944 Len=0 TSval=2940919960 TSecr=528800577"
"379","0.000018","0.376307","128.237.113.226","54.210.90.84","TCP","301663","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=274801 Win=131072 Len=0 TSval=2940919960 TSecr=528800577"
"380","0.000199","0.376506","54.210.90.84","128.237.113.226","TCP","303103","1440","5201  >  62388 [ACK] Seq=274801 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"381","0.000040","0.376546","54.210.90.84","128.237.113.226","TCP","304543","1440","5201  >  62388 [ACK] Seq=276175 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"382","0.000011","0.376557","128.237.113.226","54.210.90.84","TCP","304609","66","62388  >  5201 [ACK] Seq=38 Ack=277549 Win=128320 Len=0 TSval=2940919960 TSecr=528800577"
"383","0.000008","0.376565","128.237.113.226","54.210.90.84","TCP","304675","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=277549 Win=131072 Len=0 TSval=2940919960 TSecr=528800577"
"384","0.000212","0.376777","54.210.90.84","128.237.113.226","TCP","306115","1440","5201  >  62388 [ACK] Seq=277549 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"385","0.000004","0.376781","54.210.90.84","128.237.113.226","TCP","307555","1440","5201  >  62388 [ACK] Seq=278923 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"386","0.000043","0.376824","128.237.113.226","54.210.90.84","TCP","307621","66","62388  >  5201 [ACK] Seq=38 Ack=280297 Win=128320 Len=0 TSval=2940919961 TSecr=528800577"
"387","0.000016","0.376840","128.237.113.226","54.210.90.84","TCP","307687","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=280297 Win=131072 Len=0 TSval=2940919961 TSecr=528800577"
"388","0.000156","0.376996","54.210.90.84","128.237.113.226","TCP","309127","1440","5201  >  62388 [ACK] Seq=280297 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"389","0.000036","0.377032","54.210.90.84","128.237.113.226","TCP","310567","1440","5201  >  62388 [ACK] Seq=281671 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"390","0.000013","0.377045","128.237.113.226","54.210.90.84","TCP","310633","66","62388  >  5201 [ACK] Seq=38 Ack=283045 Win=131072 Len=0 TSval=2940919961 TSecr=528800577"
"391","0.000243","0.377288","54.210.90.84","128.237.113.226","TCP","312073","1440","5201  >  62388 [ACK] Seq=283045 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"392","0.000003","0.377291","54.210.90.84","128.237.113.226","TCP","313513","1440","5201  >  62388 [ACK] Seq=284419 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"393","0.000021","0.377312","128.237.113.226","54.210.90.84","TCP","313579","66","62388  >  5201 [ACK] Seq=38 Ack=284419 Win=129696 Len=0 TSval=2940919961 TSecr=528800577"
"394","0.000020","0.377332","128.237.113.226","54.210.90.84","TCP","313645","66","62388  >  5201 [ACK] Seq=38 Ack=285793 Win=131072 Len=0 TSval=2940919961 TSecr=528800577"
"395","0.000104","0.377436","54.210.90.84","128.237.113.226","TCP","315085","1440","5201  >  62388 [ACK] Seq=285793 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"396","0.000002","0.377438","54.210.90.84","128.237.113.226","TCP","316525","1440","5201  >  62388 [ACK] Seq=287167 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"397","0.000017","0.377455","128.237.113.226","54.210.90.84","TCP","316591","66","62388  >  5201 [ACK] Seq=38 Ack=288541 Win=128320 Len=0 TSval=2940919961 TSecr=528800577"
"398","0.000010","0.377465","128.237.113.226","54.210.90.84","TCP","316657","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=288541 Win=131072 Len=0 TSval=2940919961 TSecr=528800577"
"399","0.000175","0.377640","54.210.90.84","128.237.113.226","TCP","318097","1440","5201  >  62388 [ACK] Seq=288541 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"400","0.000003","0.377643","54.210.90.84","128.237.113.226","TCP","319537","1440","5201  >  62388 [ACK] Seq=289915 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"401","0.000032","0.377675","128.237.113.226","54.210.90.84","TCP","319603","66","62388  >  5201 [ACK] Seq=38 Ack=291289 Win=128320 Len=0 TSval=2940919961 TSecr=528800577"
"402","0.000010","0.377685","128.237.113.226","54.210.90.84","TCP","319669","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=291289 Win=131072 Len=0 TSval=2940919961 TSecr=528800577"
"403","0.002042","0.379727","54.210.90.84","128.237.113.226","TCP","321109","1440","5201  >  62388 [ACK] Seq=291289 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"404","0.000001","0.379728","54.210.90.84","128.237.113.226","TCP","322549","1440","5201  >  62388 [ACK] Seq=292663 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"405","0.000002","0.379730","54.210.90.84","128.237.113.226","TCP","323989","1440","5201  >  62388 [ACK] Seq=294037 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"406","0.000002","0.379732","54.210.90.84","128.237.113.226","TCP","325429","1440","5201  >  62388 [ACK] Seq=295411 Ack=38 Win=26880 Len=1374 TSval=528800577 TSecr=2940919919"
"407","0.000006","0.379738","54.210.90.84","128.237.113.226","TCP","326869","1440","5201  >  62388 [ACK] Seq=296785 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"408","0.000002","0.379740","54.210.90.84","128.237.113.226","TCP","328309","1440","5201  >  62388 [ACK] Seq=298159 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"409","0.000002","0.379742","54.210.90.84","128.237.113.226","TCP","329749","1440","5201  >  62388 [ACK] Seq=299533 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"410","0.000002","0.379744","54.210.90.84","128.237.113.226","TCP","331189","1440","5201  >  62388 [ACK] Seq=300907 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"411","0.000002","0.379746","54.210.90.84","128.237.113.226","TCP","332629","1440","5201  >  62388 [ACK] Seq=302281 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"412","0.000001","0.379747","54.210.90.84","128.237.113.226","TCP","334069","1440","5201  >  62388 [ACK] Seq=303655 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"413","0.000002","0.379749","54.210.90.84","128.237.113.226","TCP","335509","1440","5201  >  62388 [ACK] Seq=305029 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"414","0.000002","0.379751","54.210.90.84","128.237.113.226","TCP","336949","1440","5201  >  62388 [ACK] Seq=306403 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"415","0.000014","0.379765","54.210.90.84","128.237.113.226","TCP","338389","1440","5201  >  62388 [ACK] Seq=307777 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"416","0.000003","0.379768","54.210.90.84","128.237.113.226","TCP","339829","1440","5201  >  62388 [PSH, ACK] Seq=309151 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"417","0.000002","0.379770","54.210.90.84","128.237.113.226","TCP","341269","1440","5201  >  62388 [ACK] Seq=310525 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"418","0.000003","0.379773","54.210.90.84","128.237.113.226","TCP","342709","1440","5201  >  62388 [ACK] Seq=311899 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"419","0.000014","0.379787","54.210.90.84","128.237.113.226","TCP","344149","1440","5201  >  62388 [ACK] Seq=313273 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"420","0.000092","0.379879","128.237.113.226","54.210.90.84","TCP","344215","66","62388  >  5201 [ACK] Seq=38 Ack=294037 Win=128320 Len=0 TSval=2940919964 TSecr=528800577"
"421","0.000012","0.379891","128.237.113.226","54.210.90.84","TCP","344281","66","62388  >  5201 [ACK] Seq=38 Ack=296785 Win=125568 Len=0 TSval=2940919964 TSecr=528800577"
"422","0.000014","0.379905","128.237.113.226","54.210.90.84","TCP","344347","66","62388  >  5201 [ACK] Seq=38 Ack=299533 Win=122816 Len=0 TSval=2940919964 TSecr=528800578"
"423","0.000010","0.379915","128.237.113.226","54.210.90.84","TCP","344413","66","62388  >  5201 [ACK] Seq=38 Ack=302281 Win=120064 Len=0 TSval=2940919964 TSecr=528800578"
"424","0.000017","0.379932","128.237.113.226","54.210.90.84","TCP","344479","66","62388  >  5201 [ACK] Seq=38 Ack=305029 Win=117312 Len=0 TSval=2940919964 TSecr=528800578"
"425","0.000053","0.379985","128.237.113.226","54.210.90.84","TCP","344545","66","62388  >  5201 [ACK] Seq=38 Ack=307777 Win=114560 Len=0 TSval=2940919964 TSecr=528800578"
"426","0.000011","0.379996","128.237.113.226","54.210.90.84","TCP","344611","66","62388  >  5201 [ACK] Seq=38 Ack=310525 Win=111808 Len=0 TSval=2940919964 TSecr=528800578"
"427","0.000046","0.380042","128.237.113.226","54.210.90.84","TCP","344677","66","62388  >  5201 [ACK] Seq=38 Ack=313273 Win=109088 Len=0 TSval=2940919964 TSecr=528800578"
"428","0.000026","0.380068","128.237.113.226","54.210.90.84","TCP","344743","66","62388  >  5201 [ACK] Seq=38 Ack=314647 Win=131072 Len=0 TSval=2940919964 TSecr=528800578"
"429","0.011256","0.391324","54.210.90.84","128.237.113.226","TCP","346183","1440","5201  >  62388 [ACK] Seq=314647 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"430","0.000005","0.391329","54.210.90.84","128.237.113.226","TCP","347623","1440","5201  >  62388 [ACK] Seq=316021 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"431","0.000002","0.391331","54.210.90.84","128.237.113.226","TCP","349063","1440","5201  >  62388 [ACK] Seq=317395 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"432","0.000003","0.391334","54.210.90.84","128.237.113.226","TCP","350503","1440","5201  >  62388 [ACK] Seq=318769 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"433","0.000003","0.391337","54.210.90.84","128.237.113.226","TCP","351943","1440","5201  >  62388 [ACK] Seq=320143 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"434","0.000002","0.391339","54.210.90.84","128.237.113.226","TCP","353383","1440","5201  >  62388 [ACK] Seq=321517 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"435","0.000003","0.391342","54.210.90.84","128.237.113.226","TCP","354823","1440","5201  >  62388 [ACK] Seq=322891 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"436","0.000002","0.391344","54.210.90.84","128.237.113.226","TCP","356263","1440","5201  >  62388 [ACK] Seq=324265 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"437","0.000003","0.391347","54.210.90.84","128.237.113.226","TCP","357703","1440","5201  >  62388 [ACK] Seq=325639 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"438","0.000002","0.391349","54.210.90.84","128.237.113.226","TCP","359143","1440","5201  >  62388 [ACK] Seq=327013 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"439","0.000003","0.391352","54.210.90.84","128.237.113.226","TCP","360583","1440","5201  >  62388 [ACK] Seq=328387 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"440","0.000002","0.391354","54.210.90.84","128.237.113.226","TCP","362023","1440","5201  >  62388 [ACK] Seq=329761 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
"441","0.000003","0.391357","54.210.90.84","128.237.113.226","TCP","363463","1440","5201  >  62388 [ACK] Seq=331135 Ack=38 Win=26880 Len=1374 TSval=528800578 TSecr=2940919919"
