"No.","Delta","Time","Source","Destination","Protocol","CumBytes","Length","Info"
"6289","0.000018","20.529151","128.237.113.226","54.210.90.84","TCP","5603356","66","62388  >  5201 [ACK] Seq=38 Ack=1088897 Win=126720 Len=0 TSval=2940938805 TSecr=528820729"
"6290","0.000024","20.529175","128.237.113.226","54.210.90.84","TCP","5603422","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1088897 Win=131072 Len=0 TSval=2940938805 TSecr=528820729"
"6291","0.000201","20.529376","54.210.90.84","128.237.113.226","TCP","5604936","1514","5201  >  62388 [ACK] Seq=1088897 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6292","0.000003","20.529379","54.210.90.84","128.237.113.226","TCP","5606450","1514","5201  >  62388 [ACK] Seq=1090345 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6293","0.000031","20.529410","128.237.113.226","54.210.90.84","TCP","5606516","66","62388  >  5201 [ACK] Seq=38 Ack=1091793 Win=128160 Len=0 TSval=2940938805 TSecr=528820729"
"6294","0.000017","20.529427","128.237.113.226","54.210.90.84","TCP","5606582","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1091793 Win=131072 Len=0 TSval=2940938805 TSecr=528820729"
"6295","0.000083","20.529510","54.210.90.84","128.237.113.226","TCP","5608096","1514","5201  >  62388 [ACK] Seq=1091793 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6296","0.000005","20.529515","54.210.90.84","128.237.113.226","TCP","5609610","1514","5201  >  62388 [ACK] Seq=1093241 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6297","0.000034","20.529549","128.237.113.226","54.210.90.84","TCP","5609676","66","62388  >  5201 [ACK] Seq=38 Ack=1094689 Win=128160 Len=0 TSval=2940938805 TSecr=528820729"
"6298","0.000010","20.529559","128.237.113.226","54.210.90.84","TCP","5609742","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1094689 Win=131072 Len=0 TSval=2940938805 TSecr=528820729"
"6299","0.000004","20.529563","54.210.90.84","128.237.113.226","TCP","5611256","1514","5201  >  62388 [ACK] Seq=1094689 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6300","0.000004","20.529567","54.210.90.84","128.237.113.226","TCP","5612770","1514","5201  >  62388 [ACK] Seq=1096137 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6301","0.000025","20.529592","128.237.113.226","54.210.90.84","TCP","5612836","66","62388  >  5201 [ACK] Seq=38 Ack=1097585 Win=128160 Len=0 TSval=2940938805 TSecr=528820729"
"6302","0.000009","20.529601","128.237.113.226","54.210.90.84","TCP","5612902","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1097585 Win=131072 Len=0 TSval=2940938805 TSecr=528820729"
"6303","0.000094","20.529695","54.210.90.84","128.237.113.226","TCP","5614416","1514","5201  >  62388 [ACK] Seq=1097585 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6304","0.000131","20.529826","54.210.90.84","128.237.113.226","TCP","5615930","1514","5201  >  62388 [ACK] Seq=1099033 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6305","0.000029","20.529855","128.237.113.226","54.210.90.84","TCP","5615996","66","62388  >  5201 [ACK] Seq=38 Ack=1100481 Win=129600 Len=0 TSval=2940938806 TSecr=528820729"
"6306","0.000143","20.529998","54.210.90.84","128.237.113.226","TCP","5617510","1514","5201  >  62388 [ACK] Seq=1100481 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6307","0.000039","20.530037","128.237.113.226","54.210.90.84","TCP","5617576","66","62388  >  5201 [ACK] Seq=38 Ack=1101929 Win=131072 Len=0 TSval=2940938806 TSecr=528820729"
"6308","0.000160","20.530197","54.210.90.84","128.237.113.226","TCP","5619090","1514","5201  >  62388 [ACK] Seq=1101929 Ack=38 Win=26880 Len=1448 TSval=528820729 TSecr=2940938764"
"6309","0.050106","20.580303","54.210.90.84","128.237.113.226","TCP","5620604","1514","5201  >  62388 [ACK] Seq=1103377 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938803"
"6310","0.000066","20.580369","128.237.113.226","54.210.90.84","TCP","5620670","66","62388  >  5201 [ACK] Seq=38 Ack=1104825 Win=129600 Len=0 TSval=2940938853 TSecr=528820729"
"6311","0.000106","20.580475","54.210.90.84","128.237.113.226","TCP","5622184","1514","5201  >  62388 [ACK] Seq=1104825 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938803"
"6312","0.000007","20.580482","54.210.90.84","128.237.113.226","TCP","5623698","1514","5201  >  62388 [ACK] Seq=1106273 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938803"
"6313","0.000071","20.580553","128.237.113.226","54.210.90.84","TCP","5623764","66","62388  >  5201 [ACK] Seq=38 Ack=1107721 Win=128160 Len=0 TSval=2940938853 TSecr=528820781"
"6314","0.000018","20.580571","54.210.90.84","128.237.113.226","TCP","5625278","1514","5201  >  62388 [ACK] Seq=1107721 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938803"
"6315","0.000007","20.580578","128.237.113.226","54.210.90.84","TCP","5625344","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1107721 Win=131072 Len=0 TSval=2940938853 TSecr=528820781"
"6316","0.000211","20.580789","54.210.90.84","128.237.113.226","TCP","5626858","1514","5201  >  62388 [ACK] Seq=1109169 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938803"
"6317","0.000002","20.580791","54.210.90.84","128.237.113.226","TCP","5628372","1514","5201  >  62388 [ACK] Seq=1110617 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938803"
"6318","0.000047","20.580838","128.237.113.226","54.210.90.84","TCP","5628438","66","62388  >  5201 [ACK] Seq=38 Ack=1110617 Win=129600 Len=0 TSval=2940938853 TSecr=528820781"
"6319","0.000033","20.580871","128.237.113.226","54.210.90.84","TCP","5628504","66","62388  >  5201 [ACK] Seq=38 Ack=1112065 Win=131072 Len=0 TSval=2940938853 TSecr=528820781"
"6320","0.000085","20.580956","54.210.90.84","128.237.113.226","TCP","5630018","1514","5201  >  62388 [ACK] Seq=1112065 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938803"
"6321","0.000003","20.580959","54.210.90.84","128.237.113.226","TCP","5631532","1514","5201  >  62388 [ACK] Seq=1113513 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938803"
"6322","0.000050","20.581009","128.237.113.226","54.210.90.84","TCP","5631598","66","62388  >  5201 [ACK] Seq=38 Ack=1114961 Win=128160 Len=0 TSval=2940938853 TSecr=528820781"
"6323","0.000038","20.581047","128.237.113.226","54.210.90.84","TCP","5631664","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1114961 Win=131072 Len=0 TSval=2940938853 TSecr=528820781"
"6324","0.000105","20.581152","54.210.90.84","128.237.113.226","TCP","5633178","1514","5201  >  62388 [ACK] Seq=1114961 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6325","0.000005","20.581157","54.210.90.84","128.237.113.226","TCP","5634692","1514","5201  >  62388 [ACK] Seq=1116409 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6326","0.000054","20.581211","128.237.113.226","54.210.90.84","TCP","5634758","66","62388  >  5201 [ACK] Seq=38 Ack=1117857 Win=128160 Len=0 TSval=2940938854 TSecr=528820781"
"6327","0.000049","20.581260","128.237.113.226","54.210.90.84","TCP","5634824","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1117857 Win=131072 Len=0 TSval=2940938854 TSecr=528820781"
"6328","0.000099","20.581359","54.210.90.84","128.237.113.226","TCP","5636338","1514","5201  >  62388 [ACK] Seq=1117857 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6329","0.000004","20.581363","54.210.90.84","128.237.113.226","TCP","5637852","1514","5201  >  62388 [ACK] Seq=1119305 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6330","0.000052","20.581415","128.237.113.226","54.210.90.84","TCP","5637918","66","62388  >  5201 [ACK] Seq=38 Ack=1120753 Win=128160 Len=0 TSval=2940938854 TSecr=528820781"
"6331","0.000012","20.581427","128.237.113.226","54.210.90.84","TCP","5637984","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=1120753 Win=131072 Len=0 TSval=2940938854 TSecr=528820781"
"6332","0.000142","20.581569","54.210.90.84","128.237.113.226","TCP","5639498","1514","5201  >  62388 [ACK] Seq=1120753 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6333","0.000476","20.582045","54.210.90.84","128.237.113.226","TCP","5641012","1514","5201  >  62388 [ACK] Seq=1122201 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6334","0.000015","20.582060","54.210.90.84","128.237.113.226","TCP","5642526","1514","5201  >  62388 [ACK] Seq=1123649 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6335","0.000077","20.582137","128.237.113.226","54.210.90.84","TCP","5642592","66","62388  >  5201 [ACK] Seq=38 Ack=1123649 Win=129600 Len=0 TSval=2940938854 TSecr=528820781"
"6336","0.000012","20.582149","54.210.90.84","128.237.113.226","TCP","5644106","1514","5201  >  62388 [ACK] Seq=1125097 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6337","0.000003","20.582152","54.210.90.84","128.237.113.226","TCP","5645620","1514","5201  >  62388 [ACK] Seq=1126545 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6338","0.000015","20.582167","128.237.113.226","54.210.90.84","TCP","5645686","66","62388  >  5201 [ACK] Seq=38 Ack=1126545 Win=126720 Len=0 TSval=2940938854 TSecr=528820781"
"6339","0.000027","20.582194","128.237.113.226","54.210.90.84","TCP","5645752","66","62388  >  5201 [ACK] Seq=38 Ack=1127993 Win=131072 Len=0 TSval=2940938855 TSecr=528820781"
"6340","0.000162","20.582356","54.210.90.84","128.237.113.226","TCP","5647266","1514","5201  >  62388 [ACK] Seq=1127993 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6341","0.000220","20.582576","54.210.90.84","128.237.113.226","TCP","5648780","1514","5201  >  62388 [ACK] Seq=1129441 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6342","0.000003","20.582579","54.210.90.84","128.237.113.226","TCP","5650294","1514","5201  >  62388 [ACK] Seq=1130889 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6343","0.000003","20.582582","54.210.90.84","128.237.113.226","TCP","5651808","1514","5201  >  62388 [ACK] Seq=1132337 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6344","0.000040","20.582622","128.237.113.226","54.210.90.84","TCP","5651874","66","62388  >  5201 [ACK] Seq=38 Ack=1130889 Win=129600 Len=0 TSval=2940938855 TSecr=528820781"
"6345","0.000023","20.582645","54.210.90.84","128.237.113.226","TCP","5653388","1514","5201  >  62388 [ACK] Seq=1133785 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6346","0.000011","20.582656","128.237.113.226","54.210.90.84","TCP","5653454","66","62388  >  5201 [ACK] Seq=38 Ack=1133785 Win=131072 Len=0 TSval=2940938855 TSecr=528820781"
"6347","0.000017","20.582673","128.237.113.226","54.210.90.84","TCP","5653520","66","62388  >  5201 [ACK] Seq=38 Ack=1135233 Win=129600 Len=0 TSval=2940938855 TSecr=528820781"
"6348","0.000152","20.582825","54.210.90.84","128.237.113.226","TCP","5655034","1514","5201  >  62388 [ACK] Seq=1135233 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6349","0.000059","20.582884","54.210.90.84","128.237.113.226","TCP","5656548","1514","5201  >  62388 [ACK] Seq=1136681 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6350","0.000018","20.582902","128.237.113.226","54.210.90.84","TCP","5656614","66","62388  >  5201 [ACK] Seq=38 Ack=1138129 Win=127456 Len=0 TSval=2940938855 TSecr=528820781"
"6351","0.000083","20.582985","54.210.90.84","128.237.113.226","TCP","5658128","1514","5201  >  62388 [ACK] Seq=1138129 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6352","0.000275","20.583260","54.210.90.84","128.237.113.226","TCP","5659642","1514","5201  >  62388 [ACK] Seq=1139577 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6353","0.000004","20.583264","54.210.90.84","128.237.113.226","TCP","5661156","1514","5201  >  62388 [ACK] Seq=1141025 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6354","0.000003","20.583267","54.210.90.84","128.237.113.226","TCP","5662670","1514","5201  >  62388 [ACK] Seq=1142473 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6355","0.000026","20.583293","128.237.113.226","54.210.90.84","TCP","5662736","66","62388  >  5201 [ACK] Seq=38 Ack=1141025 Win=124576 Len=0 TSval=2940938856 TSecr=528820781"
"6356","0.000017","20.583310","128.237.113.226","54.210.90.84","TCP","5662802","66","62388  >  5201 [ACK] Seq=38 Ack=1143921 Win=121664 Len=0 TSval=2940938856 TSecr=528820781"
"6357","0.000003","20.583313","54.210.90.84","128.237.113.226","TCP","5664316","1514","5201  >  62388 [ACK] Seq=1143921 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938805"
"6358","0.000003","20.583316","54.210.90.84","128.237.113.226","TCP","5665830","1514","5201  >  62388 [ACK] Seq=1145369 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938806"
"6359","0.000003","20.583319","54.210.90.84","128.237.113.226","TCP","5667344","1514","5201  >  62388 [ACK] Seq=1146817 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938806"
"6360","0.000013","20.583332","128.237.113.226","54.210.90.84","TCP","5667410","66","62388  >  5201 [ACK] Seq=38 Ack=1146817 Win=118784 Len=0 TSval=2940938856 TSecr=528820781"
"6361","0.000225","20.583557","54.210.90.84","128.237.113.226","TCP","5668924","1514","5201  >  62388 [ACK] Seq=1148265 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938806"
"6362","0.000003","20.583560","54.210.90.84","128.237.113.226","TCP","5670438","1514","5201  >  62388 [ACK] Seq=1149713 Ack=38 Win=26880 Len=1448 TSval=528820781 TSecr=2940938806"
"6363","0.000003","20.583563","54.210.90.84","128.237.113.226","TCP","5671952","1514","5201  >  62388 [ACK] Seq=1151161 Ack=38 Win=26880 Len=1448 TSval=528820782 TSecr=2940938806"
"6364","0.000026","20.583589","128.237.113.226","54.210.90.84","TCP","5672018","66","62388  >  5201 [ACK] Seq=38 Ack=1149713 Win=115872 Len=0 TSval=2940938856 TSecr=528820781"
"6365","0.000016","20.583605","128.237.113.226","54.210.90.84","TCP","5672084","66","62388  >  5201 [ACK] Seq=38 Ack=1152609 Win=112992 Len=0 TSval=2940938856 TSecr=528820781"
"6366","0.000003","20.583608","54.210.90.84","128.237.113.226","TCP","5673598","1514","5201  >  62388 [ACK] Seq=1152609 Ack=38 Win=26880 Len=1448 TSval=528820782 TSecr=2940938806"
"6367","0.052761","20.636369","54.210.90.84","128.237.113.226","TCP","5675112","1514","5201  >  62388 [ACK] Seq=1154057 Ack=38 Win=26880 Len=1448 TSval=528820837 TSecr=2940938853"
"6368","0.000041","20.636410","128.237.113.226","54.210.90.84","TCP","5675178","66","62388  >  5201 [ACK] Seq=38 Ack=1155505 Win=110080 Len=0 TSval=2940938904 TSecr=528820782"
"6369","0.000232","20.636642","54.210.90.84","128.237.113.226","TCP","5676692","1514","5201  >  62388 [ACK] Seq=1155505 Ack=38 Win=26880 Len=1448 TSval=528820837 TSecr=2940938853"
"6370","0.000004","20.636646","54.210.90.84","128.237.113.226","TCP","5678206","1514","5201  >  62388 [ACK] Seq=1156953 Ack=38 Win=26880 Len=1448 TSval=528820837 TSecr=2940938853"
"6371","0.000002","20.636648","54.210.90.84","128.237.113.226","TCP","5679720","1514","5201  >  62388 [ACK] Seq=1158401 Ack=38 Win=26880 Len=1448 TSval=528820837 TSecr=2940938853"
"6372","0.000045","20.636693","128.237.113.226","54.210.90.84","TCP","5679786","66","62388  >  5201 [ACK] Seq=38 Ack=1158401 Win=107200 Len=0 TSval=2940938904 TSecr=528820837"
"6373","0.000011","20.636704","54.210.90.84","128.237.113.226","TCP","5681300","1514","5201  >  62388 [ACK] Seq=1159849 Ack=38 Win=26880 Len=1448 TSval=528820837 TSecr=2940938853"
"6374","0.000028","20.636732","128.237.113.226","54.210.90.84","TCP","5681366","66","62388  >  5201 [ACK] Seq=38 Ack=1161297 Win=104288 Len=0 TSval=2940938904 TSecr=528820837"
"6375","0.000134","20.636866","54.210.90.84","128.237.113.226","TCP","5682880","1514","5201  >  62388 [ACK] Seq=1161297 Ack=38 Win=26880 Len=1448 TSval=528820837 TSecr=2940938853"
"6376","0.000003","20.636869","54.210.90.84","128.237.113.226","TCP","5684394","1514","5201  >  62388 [ACK] Seq=1162745 Ack=38 Win=26880 Len=1448 TSval=528820837 TSecr=2940938853"
"6377","0.000040","20.636909","128.237.113.226","54.210.90.84","TCP","5684460","66","62388  >  5201 [ACK] Seq=38 Ack=1164193 Win=101408 Len=0 TSval=2940938904 TSecr=528820837"
"6378","0.000105","20.637014","54.210.90.84","128.237.113.226","TCP","5685974","1514","5201  >  62388 [ACK] Seq=1164193 Ack=38 Win=26880 Len=1448 TSval=528820837 TSecr=2940938853"
"6379","0.000036","20.637050","54.210.90.84","128.237.113.226","TCP","5687488","1514","5201  >  62388 [ACK] Seq=1165641 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938854"
"6380","0.000016","20.637066","128.237.113.226","54.210.90.84","TCP","5687554","66","62388  >  5201 [ACK] Seq=38 Ack=1167089 Win=98496 Len=0 TSval=2940938905 TSecr=528820837"
"6381","0.000246","20.637312","54.210.90.84","128.237.113.226","TCP","5689068","1514","5201  >  62388 [ACK] Seq=1167089 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938854"
"6382","0.000004","20.637316","54.210.90.84","128.237.113.226","TCP","5690582","1514","5201  >  62388 [ACK] Seq=1168537 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938854"
"6383","0.000003","20.637319","54.210.90.84","128.237.113.226","TCP","5692096","1514","5201  >  62388 [ACK] Seq=1169985 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938854"
"6384","0.000044","20.637363","128.237.113.226","54.210.90.84","TCP","5692162","66","62388  >  5201 [ACK] Seq=38 Ack=1169985 Win=95616 Len=0 TSval=2940938905 TSecr=528820838"
"6385","0.000163","20.637526","54.210.90.84","128.237.113.226","TCP","5693676","1514","5201  >  62388 [ACK] Seq=1171433 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938855"
"6386","0.000037","20.637563","128.237.113.226","54.210.90.84","TCP","5693742","66","62388  >  5201 [ACK] Seq=38 Ack=1172881 Win=92704 Len=0 TSval=2940938905 TSecr=528820838"
"6387","0.000111","20.637674","54.210.90.84","128.237.113.226","TCP","5695256","1514","5201  >  62388 [ACK] Seq=1172881 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938855"
"6388","0.000620","20.638294","54.210.90.84","128.237.113.226","TCP","5696770","1514","5201  >  62388 [ACK] Seq=1174329 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938855"
"6389","0.000010","20.638304","54.210.90.84","128.237.113.226","TCP","5698284","1514","5201  >  62388 [ACK] Seq=1175777 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938855"
"6390","0.000024","20.638328","54.210.90.84","128.237.113.226","TCP","5699798","1514","5201  >  62388 [ACK] Seq=1177225 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938856"
"6391","0.000092","20.638420","128.237.113.226","54.210.90.84","TCP","5699864","66","62388  >  5201 [ACK] Seq=38 Ack=1175777 Win=89824 Len=0 TSval=2940938906 TSecr=528820838"
"6392","0.000035","20.638455","128.237.113.226","54.210.90.84","TCP","5699930","66","62388  >  5201 [ACK] Seq=38 Ack=1178673 Win=86912 Len=0 TSval=2940938906 TSecr=528820838"
"6393","0.000012","20.638467","54.210.90.84","128.237.113.226","TCP","5701444","1514","5201  >  62388 [ACK] Seq=1178673 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938856"
"6394","0.000049","20.638516","54.210.90.84","128.237.113.226","TCP","5702958","1514","5201  >  62388 [ACK] Seq=1180121 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938856"
"6395","0.000004","20.638520","54.210.90.84","128.237.113.226","TCP","5704472","1514","5201  >  62388 [ACK] Seq=1181569 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938856"
"6396","0.000015","20.638535","128.237.113.226","54.210.90.84","TCP","5704538","66","62388  >  5201 [ACK] Seq=38 Ack=1181569 Win=84032 Len=0 TSval=2940938906 TSecr=528820838"
"6397","0.000265","20.638800","54.210.90.84","128.237.113.226","TCP","5706052","1514","5201  >  62388 [PSH, ACK] Seq=1183017 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938856"
"6398","0.000004","20.638804","54.210.90.84","128.237.113.226","TCP","5707566","1514","5201  >  62388 [ACK] Seq=1184465 Ack=38 Win=26880 Len=1448 TSval=528820838 TSecr=2940938856"
