"No.","Time","Source","Destination","Protocol","Length","Info"
"4989","3.152025","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5590729 Ack=38 Win=26880 Len=1448 TSval=254572812 TSecr=2935396403"
"4990","3.154187","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5592177 Ack=38 Win=26880 Len=1448 TSval=254572812 TSecr=2935396403"
"4991","3.154190","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5593625 Ack=38 Win=26880 Len=1448 TSval=254572812 TSecr=2935396403"
"4992","3.154284","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5595073 Ack=38 Win=26880 Len=1448 TSval=254572812 TSecr=2935396403"
"4993","3.154286","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5596521 Ack=38 Win=26880 Len=1448 TSval=254572812 TSecr=2935396403"
"4994","3.154477","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5597969 Ack=38 Win=26880 Len=1448 TSval=254572812 TSecr=2935396403"
"4995","3.154481","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5599417 Ack=38 Win=26880 Len=1448 TSval=254572812 TSecr=2935396403"
"4996","3.154483","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5600865 Ack=38 Win=26880 Len=1448 TSval=254572812 TSecr=2935396403"
"4997","3.154505","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5599417 Win=166496 Len=0 TSval=2935396425 TSecr=254572812"
"4998","3.154534","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5602313 Ack=38 Win=26880 Len=1448 TSval=254572813 TSecr=2935396403"
"4999","3.154934","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5603761 Ack=38 Win=26880 Len=1448 TSval=254572813 TSecr=2935396403"
"5000","3.154937","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5605209 Ack=38 Win=26880 Len=1448 TSval=254572813 TSecr=2935396403"
"5001","3.154939","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5606657 Ack=38 Win=26880 Len=1448 TSval=254572813 TSecr=2935396403"
"5002","3.154941","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5608105 Ack=38 Win=26880 Len=1448 TSval=254572813 TSecr=2935396403"
"5003","3.154972","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5609553 Ack=38 Win=26880 Len=1448 TSval=254572813 TSecr=2935396403"
"5004","3.154992","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5611001 Win=166496 Len=0 TSval=2935396425 TSecr=254572812"
"5005","3.155104","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5611001 Ack=38 Win=26880 Len=1448 TSval=254572813 TSecr=2935396403"
"5006","3.155106","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5612449 Ack=38 Win=26880 Len=1448 TSval=254572813 TSecr=2935396403"
"5007","3.160483","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5613897 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5008","3.160487","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5615345 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5009","3.160600","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5616793 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5010","3.160602","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5618241 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5011","3.160801","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5619689 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5012","3.160803","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5621137 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5013","3.160837","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5622585 Win=165056 Len=0 TSval=2935396431 TSecr=254572813"
"5014","3.161042","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5622585 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5015","3.161237","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5624033 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5016","3.161239","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5625481 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5017","3.161543","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5626929 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5018","3.161545","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5628377 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5019","3.161547","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5629825 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5020","3.161549","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5631273 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5021","3.161588","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5632721 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5022","3.161608","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5634169 Win=166496 Len=0 TSval=2935396432 TSecr=254572822"
"5023","3.161789","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5634169 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5024","3.161791","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5635617 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5025","3.161793","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5637065 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5026","3.161982","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5638513 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5027","3.162168","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5639961 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5028","3.162171","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5641409 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5029","3.162173","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5642857 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5030","3.162210","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5644305 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5031","3.162230","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5645753 Win=166496 Len=0 TSval=2935396432 TSecr=254572822"
"5032","3.162434","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5645753 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5033","3.162437","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5647201 Ack=38 Win=26880 Len=1448 TSval=254572822 TSecr=2935396410"
"5034","3.178795","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5648649 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5035","3.178799","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5650097 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5036","3.178919","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5651545 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5037","3.178923","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5652993 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5038","3.179104","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5654441 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5039","3.179108","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5655889 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5040","3.179110","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5657337 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5041","3.179142","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5657337 Win=165056 Len=0 TSval=2935396449 TSecr=254572822"
"5042","3.179154","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5658785 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5043","3.179366","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5660233 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5044","3.179369","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5661681 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5045","3.179370","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5663129 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5046","3.179513","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5664577 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5047","3.179717","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5666025 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5048","3.179719","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5667473 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5049","3.179721","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5668921 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5050","3.179744","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5668921 Win=165056 Len=0 TSval=2935396449 TSecr=254572840"
"5051","3.179752","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5670369 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5052","3.179918","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5671817 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5053","3.179920","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5673265 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5054","3.180304","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5674713 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5055","3.180306","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5676161 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5056","3.180308","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5677609 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5057","3.180311","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5679057 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5058","3.180334","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5680505 Win=162176 Len=0 TSval=2935396450 TSecr=254572840"
"5059","3.180350","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5680505 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5060","3.180562","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5681953 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5061","3.180564","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5683401 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5062","3.180566","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5684849 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5063","3.180615","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5686297 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5064","3.180812","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5687745 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5065","3.180814","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5689193 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5066","3.180816","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5690641 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5067","3.180839","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5692089 Win=163616 Len=0 TSval=2935396450 TSecr=254572840"
"5068","3.180912","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5692089 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5069","3.182354","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5693537 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5070","3.182365","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5694985 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5071","3.182494","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5696433 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5072","3.182496","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5697881 Ack=38 Win=26880 Len=1448 TSval=254572840 TSecr=2935396425"
"5073","3.184506","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5699329 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5074","3.184509","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5700777 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5075","3.184511","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5702225 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5076","3.184546","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5703673 Win=163616 Len=0 TSval=2935396454 TSecr=254572840"
"5077","3.184703","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5703673 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5078","3.184706","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5705121 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5079","3.184708","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5706569 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5080","3.185652","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5708017 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5081","3.185654","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5709465 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5082","3.185839","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5710913 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5083","3.185841","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5712361 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5084","3.186101","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5713809 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5085","3.186103","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5715257 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5086","3.186105","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [PSH, ACK] Seq=5716705 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5087","3.186121","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5715257 Win=166496 Len=0 TSval=2935396455 TSecr=254572846"
"5088","3.186142","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5718153 Win=165056 Len=0 TSval=2935396455 TSecr=254572846"
"5089","3.186150","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5718153 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5090","3.186158","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=5718153 Win=167968 Len=0 TSval=2935396455 TSecr=254572846"
"5091","3.186358","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5719601 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5092","3.186360","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5721049 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5093","3.186363","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5722497 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5094","3.186403","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5723945 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5095","3.186611","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5725393 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5096","3.186613","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5726841 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5097","3.186615","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5728289 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5098","3.186635","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5729737 Win=163616 Len=0 TSval=2935396455 TSecr=254572846"
"5099","3.186671","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5729737 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5100","3.187078","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5731185 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5101","3.187081","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5732633 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5102","3.187083","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5734081 Ack=38 Win=26880 Len=1448 TSval=254572846 TSecr=2935396432"
"5103","3.204384","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5735529 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5104","3.204388","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5736977 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5105","3.204638","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5738425 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5106","3.204643","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5739873 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5107","3.204645","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5741321 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5108","3.204689","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5741321 Win=167968 Len=0 TSval=2935396473 TSecr=254572846"
"5109","3.206669","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5742769 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5110","3.206673","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5744217 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5111","3.206695","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5745665 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5112","3.206722","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5747113 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5113","3.206863","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5748561 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5114","3.207167","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5750009 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5115","3.207170","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5751457 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5116","3.207172","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5752905 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5117","3.207175","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5754353 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5118","3.207240","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5752905 Win=167968 Len=0 TSval=2935396475 TSecr=254572866"
"5119","3.207274","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5755801 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5120","3.207278","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5757249 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5121","3.207314","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5758697 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5122","3.207435","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5760145 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5123","3.207680","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5761593 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5124","3.207682","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5763041 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5125","3.207684","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5764489 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5126","3.207705","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5764489 Win=167968 Len=0 TSval=2935396476 TSecr=254572866"
"5127","3.207790","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5765937 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5128","3.210104","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5767385 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5129","3.210107","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5768833 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5130","3.210144","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5770281 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5131","3.210328","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5771729 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5132","3.210330","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5773177 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5133","3.210334","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5774625 Ack=38 Win=26880 Len=1448 TSval=254572866 TSecr=2935396455"
"5134","3.210357","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5776073 Win=166496 Len=0 TSval=2935396478 TSecr=254572866"
"5135","3.210382","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5776073 Ack=38 Win=26880 Len=1448 TSval=254572867 TSecr=2935396455"
"5136","3.210575","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5777521 Ack=38 Win=26880 Len=1448 TSval=254572867 TSecr=2935396455"
"5137","3.210775","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5778969 Ack=38 Win=26880 Len=1448 TSval=254572867 TSecr=2935396455"
"5138","3.210777","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5780417 Ack=38 Win=26880 Len=1448 TSval=254572867 TSecr=2935396455"
"5139","3.210779","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5781865 Ack=38 Win=26880 Len=1448 TSval=254572867 TSecr=2935396455"
"5140","3.210821","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5783313 Ack=38 Win=26880 Len=1448 TSval=254572867 TSecr=2935396455"
"5141","3.210983","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5784761 Ack=38 Win=26880 Len=1448 TSval=254572867 TSecr=2935396455"
"5142","3.210985","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5786209 Ack=38 Win=26880 Len=1448 TSval=254572867 TSecr=2935396455"
"5143","3.210987","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5787657 Ack=38 Win=26880 Len=1448 TSval=254572867 TSecr=2935396455"
